scorer,DeepCut_resnet50_Operant_V2May20shuffle1_960000,DeepCut_resnet50_Operant_V2May20shuffle1_960000,DeepCut_resnet50_Operant_V2May20shuffle1_960000,DeepCut_resnet50_Operant_V2May20shuffle1_960000,DeepCut_resnet50_Operant_V2May20shuffle1_960000,DeepCut_resnet50_Operant_V2May20shuffle1_960000,DeepCut_resnet50_Operant_V2May20shuffle1_960000,DeepCut_resnet50_Operant_V2May20shuffle1_960000,DeepCut_resnet50_Operant_V2May20shuffle1_960000,DeepCut_resnet50_Operant_V2May20shuffle1_960000,DeepCut_resnet50_Operant_V2May20shuffle1_960000,DeepCut_resnet50_Operant_V2May20shuffle1_960000,DeepCut_resnet50_Operant_V2May20shuffle1_960000,DeepCut_resnet50_Operant_V2May20shuffle1_960000,DeepCut_resnet50_Operant_V2May20shuffle1_960000,DeepCut_resnet50_Operant_V2May20shuffle1_960000,DeepCut_resnet50_Operant_V2May20shuffle1_960000,DeepCut_resnet50_Operant_V2May20shuffle1_960000,DeepCut_resnet50_Operant_V2May20shuffle1_960000,DeepCut_resnet50_Operant_V2May20shuffle1_960000,DeepCut_resnet50_Operant_V2May20shuffle1_960000
bodyparts,Observer Nose,Observer Nose,Observer Nose,Observer Right ear,Observer Right ear,Observer Right ear,Observer Left ear,Observer Left ear,Observer Left ear,Demo Nose,Demo Nose,Demo Nose,Demo Right ear,Demo Right ear,Demo Right ear,Demo Left ear,Demo Left ear,Demo Left ear,Light,Light,Light
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,242.1663048,310.2558525,0.999999404,242.1922091,305.1904302,0.999785721,249.4148726,309.917353,0.999907017,606.0005586,64.56762457,0.002335537,588.8067016,85.99094212,0.742435336,586.0744412,80.74187231,0.444331646,409.0065699,158.1070986,0.00
1,241.4073234,308.4832762,1,240.5444622,299.7339668,1,251.1023858,305.1563692,0.999999046,629.2616973,58.98225474,0.119881757,570.2716609,78.25871801,0.99810034,612.8239813,80.81760025,0.010492978,407.3306713,153.9846349,0.00
2,242.8481566,301.7017189,0.999999881,243.597173,293.500407,0.999998689,249.9057224,301.9983763,0.999984503,331.9446789,123.658632,0.885802925,579.9936913,74.23461056,0.999080539,564.6546469,77.70159912,0.995601773,408.142437,157.0680552,0.00
3,245.7623729,289.3739369,1,247.8559039,285.1841472,0.999602854,250.4359767,291.9621978,0.999434292,349.0797944,122.3839419,0.999866605,339.7563504,124.337783,0.999061286,568.8536367,104.1320825,0.987069964,643.3347697,187.7523959,0.01
4,246.9305921,265.3816004,1,260.4963147,271.1678357,0.071139842,252.2343128,277.0698528,0.035078727,347.8276178,120.9753048,0.999982834,336.7009025,124.6564657,0.999963164,341.4618866,110.7978468,0.997450888,646.3461142,205.8298892,0.00
5,248.5685225,249.5781856,1,261.8482333,247.974072,1,259.6902618,260.6028416,0.999951959,354.8418362,122.3671259,0.999996424,346.7971399,125.0856037,0.999292135,353.4016013,110.9893856,0.992833853,636.2434921,30.76487207,0.01
6,252.2662673,249.6138439,0.998324215,262.9642344,248.8057013,0.999585211,262.8924429,260.7843665,0.586534262,360.8896129,127.9353809,1,349.1519471,127.8682532,0.999999762,357.3757826,117.2595627,1,407.8090982,155.29549,0.01
7,639.6682894,272.0993857,0.862215459,628.6954513,278.0207772,0.99980849,624.9856997,263.1219196,0.974946916,366.4051468,139.4004318,0.999999881,350.3394399,136.8515556,0.999999166,363.8788861,127.2316263,0.999999881,637.9859776,280.551903,0.01
